"","x"
"2804","erholung erstens"
"2805","wettbewerbsfähigkeit entschärft"
"2806","pandemiebedingten umsatzeinbußen"
"2807","unternehmen stark"
"2808","stark belastet"
"2809","unternehmen neben"
"2810","neben staatlichen"
"2811","staatlichen zuschüssen"
"2812","zuschüssen mehr"
"2813","mehr kredite"
"2814","kredite aufgenommen"
"2815","mittelstands halte"
"2816","30 prozent"
"2817","prozent zuletzt"
"2818","zuletzt historisch"
"2819","historisch hoch"
"2820","7 prozent"
"2821","prozent solide"
"2822","verschuldungsgrad gegenüber"
"2823","gegenüber banken"
"2824","20 prozent"
"2825","prozent moderat"
"2826","moderat größere"
"2827","größere investitionen"
"2828","investitionen oft"
"2829","oft zurückgestellt"
"2830","krise viele"
"2831","viele unternehmen"
"2832","verstärkten zielkonflikt"
"2833","finanziellen resilienz"
"2834","investitionen etwa"
"2835","künftige gewinne"
"2836","wettbewerbsfähigkeit gut"
"2837","gut aufstellen"
"2838","aufstellen maßgeblich"
"2839","daher klare"
"2840","klare unterstützungssignale"
"2841","politik liquiditätsstützende"
"2842","liquiditätsstützende maßnahmen"
"2843","form unbürokratischer"
"2844","unbürokratischer günstiger"
"2845","günstiger kredite"
"2846","zuschüssen müssen"
"2847","verfügung stehen"
"2848","stehen gleichzeitig"
"2849","geschäftsmodellen abgewogen"
"2850","per se"
"2851","se negativ"
"2852","investitionen innovationen"
"2853","wachstum versprechen"
"2854","wesentlicher teil"
"2855","wirtschaftlicher dynamik"
"2856","dynamik zweitens"
"2857","zweitens gilt"
"2858","initialen digitalisierungsimpuls"
"2859","übersetzen 43"
"2860","43 prozent"
"2861","mittelständischen unternehmen"
"2862","digitalisierungsprojekt umgesetzt"
"2863","meist projekte"
"2864","wenig entwicklungsarbeit"
"2865","investitionen erfordern"
"2866","erfordern größere"
"2867","größere investitionen"
"2868","tiefer gehende"
"2869","gehende innovationen"
"2870","digitalisierungsvorhaben ermöglichen"
"2871","häufiger gestreckt"
"2872","finanzierung krisenbedingt"
"2873","initialen digitalisierungsimpuls"
"2874","tiefer greifenden"
"2875","greifenden schub"
"2876","lenken bietet"
"2877","digitalisierungsaktivitäten stärker"
"2878","schließt kreditbasierte"
"2879","kreditbasierte instrumente"
"2880","aktuelle ergebnisse"
"2881","erp digitalisierungs"
"2882","innovationskredit zeigen"
"2883","zeigen dass"
"2884","umfangreiche kreditaufnahme"
"2885","bonität wirkt"
"2886","höhere verschuldung"
"2887","verschuldung kompensiert"
"2888","kompensiert mittelfristig"
"2889","mittelfristig stehen"
"2890","stehen fachkräftemangel"
"2891","fehlendes wissen"
"2892","vordergrund verstärkte"
"2893","unternehmen beim"
"2894","beim innovationsmanagement"
"2895","innovationsmanagement unverändert"
"2896","unverändert wichtig"
"2897","wichtig bleibt"
"2898","breitbandversorgung drittens"
"2899","konsequentem klimaschutz"
"2900","klimaschutz zukunftsfest"
"2901","zukunftsfest gemacht"
"2902","enorme investitionen"
"2903","investitionen erforderlich"
"2904","95 prozent"
"2905","prozent gegenüber"
"2906","gegenüber 1990"
"2907","bdi studie"
"2908","studie schätzt"
"2909","2,3 billionen"
"2910","billionen euro"
"2911","investitionen ebenfalls"
"2912","tragen zudem"
"2913","zudem verringern"
"2914","verringern gesunkene"
"2915","gesunkene energiepreise"
"2916","fossile energieträger"
"2917","gefahr dass"
"2918","dass notwendige"
"2919","notwendige investitionen"
"2920","investitionen verschoben"
"2921","ungebremsten temperaturanstiegs"
"2922","temperaturanstiegs müssen"
"2923","klimakrise hand"
"2924","hand gehen"
"2925","gehen ambitionierte"
"2926","ambitionierte klimaschutzpolitik"
"2927","klimaschutzpolitik eröffnet"
"2928","eröffnet neue"
"2929","neue märkte"
"2930","relevante felder"
"2931","ausbau erneuerbarer"
"2932","erneuerbarer energien"
"2933","stromnetzes energetische"
"2934","energetische gebäudesanierung"
"2935","gebäudesanierung förderung"
"2936","förderung nachhaltiger"
"2937","nachhaltiger mobilität"
"2938","mobilität sowie"
"2939","wirtschaft gelingt"
"2940","gelingt bedarf"
"2941","verlässlich ansteigendes"
"2942","ansteigendes co2"
"2943","co2 preissignal"
"2944","wesentlicher faktor"
"2945","faktor ausgleichsmechanismen"
"2946","benachteiligte haushalte"
"2947","internationalen wettbewerb"
"2948","wettbewerb stehende"
"2949","stehende firmen"
"2950","akzeptanz essentiell"
"2951","energiewende schlummern"
"2952","schlummern enorme"
"2953","enorme wirtschaftliche"
"2954","wirtschaftliche möglichkeiten"
"2955","starke anreize"
"2956","wichtiger wachstums"
"2957","germany zukunftsfest"
"2958","zukunftsfest macht"
"2959","macht fritzi"
"2960","fritzi köhler"
"2961","köhler geib"
"2962","staatsbank kfw"
"2963","kfw quelle"
"2964","quelle f.a.z"
"2965","f.a.z https"
"2966","https www.faz.net"
"2967","www.faz.net aktuell"
"2968","aktuell wirtschaft"
"2969","wirtschaft konjunktur"
"2970","investitionen deutschland"
"2971","corona krise"
"2972","krise ruesten"
"2973","ruesten 16953215"
"2974","16953215 html"
"2975","html premium"
"2976","premium servi"
"2977","servi 3"
"2978","3 3"
"2979","justizministerin neues"
"2980","neues gesetz"
"2981","unternehmensinsolvenzen verhindern"
"2982","mögliche insolvenz"
"2983","unternehmen vermeiden"
"2984","gesetzesentwurf fallen"
"2985","fallen unterschiedlich"
"2986","bundesregierung fürchtet"
"2987","nächste corona"
"2988","corona welle"
"2989","womöglich schon"
"2990","oktober spätestens"
"2991","spätestens jedoch"
"2992","jedoch anfang"
"2993","anfang nächsten"
"2994","nächsten jahres"
"2995","land rollt"
"2996","großzügigen lockerungen"
"2997","kriselnden unternehmen"
"2998","wenig zeit"
"2999","erholung geben"
"3000","ende september"
"3001","september lief"
"3002","zahlungsunfähige firmen"
"3003","jahresende gilt"
"3004","überschuldete betriebe"
"3005","welle baut"
"3006","gesetzesentwurf vorgestellt"
"3007","großer wurf"
"3008","wurf gar"
"3009","europa gepriesen"
"3010","kommt gerade"
"3011","rechten zeit"
"3012","zeit mitten"
"3013","größten wirtschaftskrise"
"3014","krieg gibt"
"3015","etliche strauchelnde"
"3016","strauchelnde unternehmen"
"3017","zombieunternehmen lösen"
"3018","viele kritiker"
"3019","insolvenzrechtliche lockerung"
"3020","lockerung befürchten"
"3021","befürchten unternehmen"
"3022","trotz großer"
"3023","großer finanzieller"
"3024","finanzieller probleme"
"3025","probleme derzeit"
"3026","insolvenz anzumelden"
"3027","anzumelden könnten"
"3028","könnten schon"
"3029","schon scheintot"
"3030","strudel reißen"
"3031","geplanten änderungen"
"3032","änderungen liegt"
"3033","liegt dabei"
"3034","insolvenz rutschen"
"3035","sollen firmenpleiten"
"3036","firmenpleiten vermieden"
"3037","arbeitsplätze kosten"
"3038","geld bringen"
"3039","kalkül gelingt"
"3040","möglich lässt"
"3041","unternehmen retten"
"3042","insolvenzrichter müsste"
"3043","neuen möglichkeiten"
"3044","insbesondere unternehmen"
"3045","unternehmen profitieren"
"3046","wirtschaftlichen folgen"
"3047","corona pandemie"
"3048","pandemie leiden"
"3049","leiden obwohl"
"3050","überzeugendes geschäftsmodell"
"3051","geschäftsmodell verfügen"
"3052","verfügen sagt"
"3053","sagt bundesjustizministerin"
"3054","bundesjustizministerin christine"
"3055","christine lambrecht"
"3056","lambrecht spd"
"3057","spd sanierungen"
"3058","frühen zeitpunkt"
"3059","schon möglich"
"3060","einzelnen gläubigern"
"3061","gläubigern blockiert"
"3062","ganzen unternehmens"
"3063","eigensinnigen verhalten"
"3064","gesetzesentwurf heißt"
"3065","präventiven restrukturierungsrahmen"
"3066","wasser abgegraben"
"3067","konkret sieht"
"3068","eingetretene zahlungsunfähigkeit"
"3069","zahlungsunfähigkeit fest"
"3070","gläubigern suchen"
"3071","suchen erläutert"
"3072","erläutert insolvenzrechtler"
"3073","insolvenzrechtler utz"
"3074","utz brömmekamp"
"3075","brömmekamp allerdings"
"3076","allerdings müssen"
"3077","zustimmen maßgeblich"
"3078","jeweils 75"
"3079","75 prozent"
"3080","vertretenen forderungen"
"3081","plazet geben"
"3082","notwendige flexibilität"
"3083","sicherungsrechte eingegriffen"
"3084","bestehende verträge"
"3085","verträge geändert"
"3086","insolvenz tabu"
"3087","regelungen wurden"
"3088","europäische richtlinie"
"3089","richtlinie angestoßen"
"3090","angestoßen gehen"
"3091","vorgaben hinaus"
"3092","sagt wolfram"
"3093","wolfram prusko"
"3094","prusko partner"
"3095","kanzlei kirland"
"3096","kirland ellis"
"3097","ellis international"
"3098","international angetrieben"
"3099","corona krise"
"3100","krise gehört"
"3101","gehört deutschland"
"3102","ersten ländern"
"3103","nationales recht"
"3104","recht umsetzen"
"3105","mitte nächsten"
"3106","nächsten jahren"
"3107","jahren läuft"
"3108","bundesjustizministerin möchte"
"3109","neuen regeln"
"3110","schon anfang"
"3111","kraft treten"
"3112","treten lassen"
"3113","letzte aufschub"
"3114","üblicherweise geltende"
"3115","geltende insolvenzantragspflicht"
"3116","insolvenzantragspflicht ausläuft"
"3117","neue gesetz"
"3118","weiterer baustein"
"3119","stetigen bemühen"
"3120","bemühen unternehmen"
"3121","erklärte ziel"
"3122","insolvenz geschaffen"
"3123","geschaffen wurde"
"3124","erlaubt unternehmen"
"3125","präventiven restrukturierungsrahmen"
"3126","insolvenz ausgebaut"
"3127","allerdings gibt"
"3128","kritik alexandra"
"3129","alexandra schluck"
"3130","schluck amend"
"3131","wirtschaftskanzlei cms"
"3132","restrukturierungen spezialisiert"
"3133","regelungen bemängelt"
"3134","unattraktiver warnt"
"3135","start ups"
"3136","kurzfristige finanzierung"
"3137","ab tag"
"3138","tag eins"
"3139","finanzinvestoren finden"
"3140","geschäftsführer primär"
"3141","gläubiger handeln"
"3142","handeln müssen"
"3143","müssen sei"
"3144","sei fraglich"
"3145","fraglich findet"
"3146","änderungen möglich"
"3147","gesetz befindet"
"3148","gesetzgebungsprozess quelle"
"3149","quelle f.a.z"
"3150","30 unternehmen"
"3151","unternehmen bemühen"
"3152","deutschen unternehmen"
"3153","unternehmen fehlt"
"3154","corona krise"
"3155","krise eigenkapital"
"3156","eigenkapital deshalb"
"3157","deshalb wenden"
"3158","rund 30"
"3159","30 fällen"
"3160","fällen seien"
"3161","gespräche weit"
"3162","weit fortgeschritten"
"3163","fortgeschritten berichtet"
"3164","corona krise"
"3165","krise interesse"
"3166","staates sondieren"
"3167","vergangenen wochen"
"3168","wochen deutlich"
"3169","deutlich gestiegen"
"3170","gestiegen gut"
"3171","gut 30"
"3172","30 unternehmen"
"3173","ausdrücklich bedarf"
"3174","rekapitalisierung angezeigt"
"3175","angezeigt schreibt"
"3176","schreibt ulrich"
"3177","ulrich nußbaum"
"3178","nußbaum staatssekretär"
"3179","schriftliche frage"
"3180","grünen politikerin"
"3181","politikerin katharina"
"3182","katharina dröge"
"3183","vergleich anfang"
"3184","anfang august"
"3185","erst 14"
"3186","14 unternehmen"
"3187","unternehmen interesse"
"3188","staatlichen eigenkapitalspritze"
"3189","eigenkapitalspritze angemeldet"
"3190","aktuellen fälle"
"3191","überlegungen offenbar"
"3192","offenbar schon"
"3193","schon weit"
"3194","weit fortgeschritten"
"3195","schreibt nußbaum"
"3196","15 unternehmen"
"3197","konkreten antragsprüfung"
"3198","antragsprüfung bislang"
"3199","bundesregierung kurz"
"3200","kurz wsf"
"3201","wsf erst"
"3202","wenigen fällen"
"3203","fällen aktiv"
"3204","aktiv geworden"
"3205","geworden 6"
"3206","6 milliarden"
"3207","milliarden euro"
"3208","euro flossen"
"3209","lufthansa 5,7"
"3210","5,7 milliarden"
"3211","milliarden euro"
"3212","euro davon"
"3213","stille einlage"
"3214","einlage 300"
"3215","300 millionen"
"3216","millionen euro"
"3217","20 prozentigen"
"3218","prozentigen aktienanteil"
"3219","fluggesellschaft außerdem"
"3220","150 millionen"
"3221","millionen euro"
"3222","reisekonzerns tui"
"3223","tui gezeichnet"
"3224","angeschlagenen mv"
"3225","mv werften"
"3226","gutachten darüber"
"3227","darüber ausstehen"
"3228","570 millionen"
"3229","millionen euro"
"3230","euro hilfspakets"
"3231","hilfspakets bewilligt"
"3232","193 millionen"
"3233","millionen euro"
"3234","euro insgesamt"
"3235","insgesamt stehen"
"3236","wsf 600"
"3237","600 milliarden"
"3238","milliarden euro"
"3239","euro bereit"
"3240","bereit davon"
"3241","davon 100"
"3242","100 milliarden"
"3243","milliarden euro"
"3244","direkte eigenkapitalhilfen"
"3245","eigenkapitalhilfen opposition"
"3246","opposition findet"
"3247","findet hilfen"
"3248","hilfen richtig"
"3249","richtig vermisst"
"3250","rund 75"
"3251","75 interessensbekundungen"
"3252","wsf enthalten"
"3253","enthalten schreibt"
"3254","schreibt wirtschaftsstaatssekretär"
"3255","wirtschaftsstaatssekretär nußbaum"
"3256","grünen abgeordnete"
"3257","knapp 20"
"3258","20 anfragen"
"3259","anfragen seien"
"3260","seien allerdings"
"3261","verfolgt worden"
"3262","erfüllt seien"
"3263","anspruch nehmen"
"3264","nehmen könnten"
"3265","größere unternehmen"
"3266","unternehmen gedacht"
"3267","50 millionen"
"3268","millionen euro"
"3269","euro betragen"
"3270","mindestens 250"
"3271","250 liegen"
"3272","unternehmen derzeit"
"3273","derzeit gespräche"
"3274","gespräche geführt"
"3275","branchenkreisen immer"
"3276","kreuzfahrtunternehmen aida"
"3277","aida sowie"
"3278","stahlhersteller thyssen"
"3279","thyssen krupp"
"3280","autohersteller ford"
"3281","ford gilt"
"3282","möglicher kandidat"
"3283","kandidat bundeswirtschaftsminister"
"3284","bundeswirtschaftsminister peter"
"3285","peter altmaier"
"3286","altmaier cdu"
"3287","f.a.z gesagt"
"3288","reden wahrscheinlich"
"3289","dutzend fälle"
"3290","wsf helfen"
"3291","wichtig dass"
"3292","bundesregierung unternehmen"
"3293","schieflage hilft"
"3294","hilft sagte"
"3295","grünen abgeordnete"
"3296","abgeordnete katharina"
"3297","katharina dröge"
"3298","f.a.z staatsbeteiligungen"
"3299","weitreichender eingriff"
"3300","fairen wettbewerb"
"3301","brauchen klare"
"3302","klare regeln"
"3303","staatsbeteiligungen sucht"
"3304","wirtschaftsminister altmaier"
"3305","altmaier bisher"
"3306","bisher vergebens"
"3307","grünen fordern"
"3308","wsf daran"
"3309","daran gekoppelt"
"3310","unternehmen mehr"
"3311","klimaschutz tun"
"3312","arbeitsplätze erhalten"
"3313","bundesregierung vertritt"
"3314","vertritt dagegen"
"3315","unternehmen einzumischen"
"3316","20.000 stellen"
"3317","stellen plant"
"3318","plant ziel"
"3319","ziel müsse"
"3320","unternehmen schnell"
"3321","sagte altmaier"
"3322","juli laut"
"3323","deutschen wirtschaft"
"3324","jahresende 4300"
"3325","4300 sogenannter"
"3326","sogenannter zombie"
"3327","zombie unternehmen"
"3328","deutschland geben"
"3329","geben deren"
"3330","deren geschäftsmodell"
"3331","corona einschränkungen"
"3332","mehr rechnet"
"3333","ökonomen volkswirte"
"3334","volkswirte fürchten"
"3335","fürchten zombie"
"3336","zombie unternehmen"
"3337","unternehmen halten"
"3338","staatlichen hilfen"
"3339","pandemie unternehmen"
"3340","geschäftsmodell mehr"
"3341","volkswirte sehen"
"3342","maßnahme kritisch"
"3343","kritisch hält"
"3344","politik unternehmen"
"3345","leben deren"
"3346","deren geschäftsmodelle"
"3347","mehr zeitgemäß"
"3348","volkswirte fürchten"
"3349","deutschen wirtschaft"
"3350","expansive geldpolitik"
"3351","geldpolitik schon"
"3352","schon seit"
"3353","seit jahren"
"3354","laut neuestem"
"3355","neuestem ökonomenpanel"
"3356","entwicklung seit"
"3357","seit beginn"
"3358","corona krise"
"3359","krise verschärft"
"3360","regelmäßige umfrage"
"3361","münchner ifo"
"3362","ifo instituts"
"3363","deutschen universitäten"
"3364","universitäten teilgenommen"
"3365","diesmal 120"
"3366","9 prozent"
"3367","glauben dass"
"3368","zombieunternehmen seit"
"3369","seit märz"
"3370","jahres unverändert"
"3371","unverändert sei"
"3372","sei weitere"
"3373","weitere 5"
"3374","5 prozent"
"3375","prozent zeigen"
"3376","unentschlossen 66"
"3377","66 prozent"
"3378","zwei drittel"
"3379","drittel erwarten"
"3380","erwarten dagegen"
"3381","dagegen dass"
"3382","zombifizierung eher"
"3383","eher zunehme"
"3384","zunehme weitere"
"3385","weitere 20"
"3386","20 prozent"
"3387","prozent vermuten"
"3388","vermuten sogar"
"3389","starken anstieg"
"3390","probleme voll"
"3391","vermeiden hauptgrund"
"3392","ausgesetzte insolvenzantragspflicht"
"3393","insolvenzantragspflicht unternehmen"
"3394","seit frühjahr"
"3395","frühjahr coronabedingt"
"3396","zahlungsschwierigkeiten geraten"
"3397","erst seit"
"3398","1 oktober"
"3399","oktober melden"
"3400","coronabedingter überschuldung"
"3401","länger ausgesetzt"
"3402","86 prozent"
"3403","panelteilnehmer birgt"
"3404","zombieunternehmen 50"
"3405","50 prozent"
"3406","prozent sehen"
"3407","sehen diesbezüglich"
"3408","kurzarbeitergeld kritisch"
"3409","staatlichen kredite"
"3410","kfw sowie"
"3411","politische druck"
"3412","wenig restriktiven"
"3413","restriktiven kreditvergabe"
"3414","kreditvergabe fördert"
"3415","fördert dagegen"
"3416","32 prozent"
"3417","denjenigen unternehmen"
"3418","unternehmen gezielt"
"3419","gezielt helfen"
"3420","corona krise"
"3421","wirtschaftlichen probleme"
"3422","speyerer finanzwissenschaftlerin"
"3423","finanzwissenschaftlerin gisela"
"3424","gisela färber"
"3425","färber glaubt"
"3426","glaubt nein"
"3427","nein zumindest"
"3428","großen bürokratischen"
"3429","bürokratischen aufwand"
"3430","aufwand ifo"
"3431","ifo ökonom"
"3432","ökonom panu"
"3433","panu poutvaara"
"3434","poutvaara sagt"
"3435","probleme voll"
"3436","vermeiden oliver"
"3437","oliver landmann"
"3438","freiburg ergänzt"
"3439","präzise voraussagen"
"3440","einzustellen wäre"
"3441","wäre verfrüht"
"3442","langsames berechenbares"
"3443","berechenbares abschmelzen"
"3444","abschmelzen sende"
"3445","wirksames signal"
"3446","meint landmann"
"3447","externen inhalt"
"3448","externe inhalte"
"3449","inhalte anzuzeigen"
"3450","widerrufliche zustimmung"
"3451","zustimmung nötig"
"3452","nötig dabei"
"3453","personenbezogene daten"
"3454","drittplattformen ggf"
"3455","ggf usa"
"3456","usa verarbeitet"
"3457","weitere informationen"
"3458","richtung argumentiert"
"3459","bochumer ökonom"
"3460","ökonom martin"
"3461","martin werding"
"3462","saubere unterscheidung"
"3463","unterscheidung sei"
"3464","zügiger krisenbekämpfung"
"3465","überschaubarem bürokratismus"
"3466","lange aufrechtzuerhalten"
"3467","kurzarbeitergeld 2020"
"3468","bereits erfolgte"
"3469","erfolgte verlängerung"
"3470","ende 2021"
"3471","2021 sagt"
"3472","sagt werding"
"3473","werding harald"
"3474","harald fadinger"
"3475","mannheim plädiert"
"3476","zuschüsse proportional"
"3477","vorperiode jan"
"3478","jan schnellenbach"
"3479","tu cottbus"
"3480","cottbus senftenberg"
"3481","senftenberg wiederum"
"3482","wiederum hält"
"3483","erweiterten steuerlichen"
"3484","steuerlichen verlustrücktrag"
"3485","unternehmen profitieren"
"3486","krise gewinne"
"3487","gewinne gemacht"
"3488","wirtschaftspolitischen hilfsmaßnahmen"
"3489","hilfsmaßnahmen eher"
"3490","eher steigend"
"3491","dürfte glauben"
"3492","glauben 64"
"3493","64 prozent"
"3494","panelteilnehmer weitere"
"3495","weitere 32"
"3496","32 prozent"
"3497","prozent sagen"
"3498","sagen gar"
"3499","gar stark"
"3500","stark steigend"
"3501","steigend mangel"
"3502","fachkräften wann"
"3503","wann genau"
"3504","unternehmen eigentlich"
"3505","definition respektive"
"3506","respektive identifikation"
"3507","identifikation erschwere"
"3508","diskussion bemerkt"
"3509","bemerkt franziska"
"3510","franziska peter"
"3511","existierten unterschiedliche"
"3512","unterschiedliche maße"
"3513","unterschiedlichen schlussfolgerungen"
"3514","zombieunternehmen führten"
"3515","führten tatsächlich"
"3516","tatsächlich kommen"
"3517","ganz unterschiedlichen"
"3518","unterschiedlichen auffassungen"
"3519","freiburger ökonom"
"3520","ökonom landmann"
"3521","landmann hält"
"3522","vermeintliche zombifizierung"
"3523","ezb kritiker"
"3524","kritiker andreas"
"3525","andreas freytag"
"3526","jena sagt"
"3527","ezb trage"
"3528","trage sogar"
"3529","corona hilfen"
"3530","bruno schönfelder"
"3531","tu freiberg"
"3532","deutsche bahn"
"3533","heißer kandidat"
"3534","frankfurter finanzprofessor"
"3535","finanzprofessor alfons"
"3536","alfons weichenrieder"
"3537","weichenrieder hält"
"3538","begriff außerhalb"
"3539","engen akademischen"
"3540","akademischen ökonomischen"
"3541","ökonomischen diskussion"
"3542","wenig hilfreich"
"3543","despektierlich klinge"
"3544","selbsterklärend sei"
"3545","sei hingegen"
"3546","hingegen blockieren"
"3547","blockieren zombieunternehmen"
"3548","steffen müller"
"3549","müller leiter"
"3550","iwh insolvenzforschung"
"3551","fachkräfte deutschland"
"3552","deutschland sei"
"3553","sei grundsätzlich"
"3554","zukunftsunternehmen brauchten"
"3555","entwickeln sagt"
"3556","sagt müller"
"3557","müller zombieunternehmen"
"3558","zombieunternehmen bremsten"
"3559","bremsten somit"
"3560","quelle f.a.z"
"3561","f.a.z https"
"3562","https www.faz.net"
"3563","www.faz.net aktuell"
"3564","aktuell wirtschaft"
"3565","wirtschaft unternehmen"
"3566","unternehmen volkswirte"
"3567","volkswirte fuerchten"
"3568","fuerchten zombie"
"3569","zombie unternehmen"
"3570","unternehmen 17008261"
"3571","17008261 html"
"3572","html service"
"3573","service printpreview"
"3574","printpreview 3"
"3575","3 3"
"3576","neue zombie"
"3577","zombie unternehmen"
"3578","unternehmen gefährden"
"3579","gefährden gesunde"
"3580","gesunde betriebe"
"3581","betriebe viele"
"3582","viele betriebe"
"3583","not zahlen"
"3584","fdp warnt"
"3585","gesamte wirtschaft"
"3586","zombie unternehmen"
"3587","unternehmen wachsen"
"3588","corona krise"
"3589","staatlichen hilfen"
"3590","hilfen entsteht"
"3591","zahlreiche betriebe"
"3592","betriebe künstlich"
"3593","künstlich weiterbestehen"
"3594","geschäft überlebensfähig"
"3595","zeichen dafür"
"3596","hohe steuerstundungen"
"3597","not gewährt"
"3598","umsatzsteuer summiert"
"3599","jahres laut"
"3600","laut bundesfinanzministerium"
"3601","328 millionen"
"3602","millionen euro"
"3603","14 bundesländer"
"3604","verwalteten steuerart"
"3605","steuerart verzichtet"
"3606","fdp abgeordnete"
"3607","abgeordnete judith"
"3608","judith skudelny"
"3609","skudelny zeigt"
"3610","tatsache dass"
"3611","höhe abgesehen"
"3612","abgesehen wurde"
"3613","wurde dass"
"3614","angenommene fremdgelder"
"3615","fremdgelder abzuführen"
"3616","erkennen dass"
"3617","zahnfleisch kriechen"
"3618","kriechen sagte"
"3619","corona geht"
"3620","unternehmen ansteckungspotential"
"3621","gesunde unternehmen"
"3622","funktionierende unternehmen"
"3623","laufen bleiben"
"3624","höherer schaden"
"3625","schaden entsteht"
"3626","staat hilft"
"3627","hilft unternehmen"
"3628","vielen stellen"
"3629","laufen gehaltenen"
"3630","gehaltenen unternehmen"
"3631","tages insolvenz"
"3632","insolvenz anmelden"
"3633","mehr bezahlen"
"3634","unternehmen einnahmen"
"3635","corona pandemie"
"3636","pandemie erhalten"
"3637","erhalten betriebe"
"3638","betriebe deutlich"
"3639","deutlich mehr"
"3640","mehr staatshilfe"
"3641","kurzarbeitergeld sowie"
"3642","sowie kredite"
"3643","förderbank kfw"
"3644","kfw viele"
"3645","viele wirtschaftswissenschaftler"
"3646","wirtschaftswissenschaftler sehen"
"3647","ausgesetzten insolvenzantragspflicht"
"3648","zombie unternehmen"
"3649","münchner ifo"
"3650","ifo instituts"
"3651","seit frühjahr"
"3652","frühjahr coronabedingt"
"3653","zahlungsschwierigkeiten geraten"
"3654","erst seit"
"3655","seit oktober"
"3656","oktober melden"
"3657","coronabedingter überschuldung"
"3658","länger ausgesetzt"
"3659","steuerstundungen geht"
"3660","hervor dass"
"3661","416 millionen"
"3662","millionen euro"
"3663","euro verzichtet"
"3664","steuerschuld besonders"
"3665","besonders hoch"
"3666","vollstreckung abgesehen"
"3667","abgesehen wurde"
"3668","wurde ausgenommen"
"3669","beiden ländern"
"3670","ländern liegen"
"3671","staat wirklich"
"3672","retten corona"
"3673","corona verändert"
"3674","deutschland konserviert"
"3675","wirtschaft verändert"
"3676","vergangenen jahren"
"3677","oft büroarbeiter"
"3678","täglichen kantinen"
"3679","kantinen einerlei"
"3680","einerlei versorgt"
"3681","versorgt plötzlich"
"3682","mehr neben"
"3683","schicken hochhäusern"
"3684","gesichtslosen bürobauten"
"3685","mittags hunger"
"3686","stattdessen fährt"
"3687","koch plötzlich"
"3688","bund kommt"
"3689","verstetigen mehr"
"3690","mehr gewöhnen"
"3691","corona zeit"
"3692","neuen normalfall"
"3693","kommen sollen"
"3694","sollen durchgeimpft"
"3695","deutschland frühestens"
"3696","frühestens mitte"
"3697","mitte nächsten"
"3698","nächsten jahres"
"3699","pandemie dauert"
"3700","vorher umso"
"3701","umso drängender"
"3702","unternehmen müssen"
"3703","müssen wirklich"
"3704","pandemie gebracht"
"3705","schließlich teuer"
"3706","rund 30"
"3707","30 milliarden"
"3708","milliarden euro"
"3709","kosten allein"
"3710","dezember geschätzt"
"3711","dezember fallen"
"3712","corona verlust"
"3713","ganzen jahres"
"3714","jahres ausgleichen"
"3715","märz bleibt"
"3716","bleibt irgendwann"
"3717","irgendwann kommt"
"3718","bund sogar"
"3719","eu erlaubt"
"3720","erlaubt entsprechend"
"3721","entsprechend laut"
"3722","großzügig halten"
"3723","viele ökonomen"
"3724","ungerecht finden"
"3725","schließen müssen"
"3726","trotzdem wenig"
"3727","wenig verdienen"
"3728","bundeskanzlerin angela"
"3729","angela merkel"
"3730","schon gewarnt"
"3731","gewarnt lange"
"3732","weitergehen drei"
"3733","drei arten"
"3734","überlegung fast"
"3735","wichtigere zementieren"
"3736","alte wirtschaft"
"3737","wirtschaft behindern"
"3738","nötige erneuerung"
"3739","strukturwandel drei"
"3740","drei arten"
"3741","strukturwandel unterscheidet"
"3742","unterscheidet lars"
"3743","lars feld"
"3744","wirtschaftsweisen erstens"
"3745","großen trends"
"3746","vorher schon"
"3747","schon gab"
"3748","bereits gesprochen"
"3749","beispiel zuschüsse"
"3750","e autos"
"3751","ladestationen vorgesehen"
"3752","sagen zumindest"
"3753","gedacht zweitens"
"3754","zweitens gehört"
"3755","strukturwandel dass"
"3756","dass schwache"
"3757","schwache unternehmen"
"3758","rezession durchaus"
"3759","mal pleitegehen"
"3760","pleitegehen dürfen"
"3761","profitablere ideen"
"3762","ideen freizumachen"
"3763","freizumachen oft"
"3764","sogenannten zombie"
"3765","zombie unternehmen"
"3766","eigentlich schon"
"3767","schon tot"
"3768","müssten davon"
"3769","davon gibt"
"3770","viele sascha"
"3771","sascha steffen"
"3772","steffen ökonom"
"3773","frankfurt school"
"3774","school of"
"3775","of finance"
"3776","fast 500"
"3777","500 großen"
"3778","großen firmen"
"3779","firmen deutschlands"
"3780","dutzend gefunden"
"3781","gefunden schließlich"
"3782","schließlich lief"
"3783","corona jahrelang"
"3784","jahrelang gut"
"3785","gut thyssen"
"3786","thyssen krupp"
"3787","krupp gilt"
"3788","gilt allgemein"
"3789","nöte längst"
"3790","corona verursacht"
"3791","verursacht worden"
"3792","wirtschaftsweise lars"
"3793","lars feld"
"3794","feld denkt"
"3795","kleine unternehmen"
"3796","unternehmen bekleidungshändler"
"3797","allerdings oft"
"3798","oft daran"
"3799","daran gebunden"
"3800","gebunden dass"
"3801","dass unternehmen"
"3802","unternehmen vorher"
"3803","vorher profitabel"
"3804","foodtruck symbolisiert"
"3805","gibt eben"
"3806","dritte kategorie"
"3807","strukturwandels umwälzungen"
"3808","corona überhaupt"
"3809","überhaupt erst"
"3810","erst ausgelöst"
