"","x"
"1527","milliarden euro bereit"
"1528","euro bereit davon"
"1529","bereit davon 100"
"1530","davon 100 milliarden"
"1531","100 milliarden euro"
"1532","direkte eigenkapitalhilfen opposition"
"1533","eigenkapitalhilfen opposition findet"
"1534","opposition findet hilfen"
"1535","findet hilfen richtig"
"1536","hilfen richtig vermisst"
"1537","rund 75 interessensbekundungen"
"1538","wsf enthalten schreibt"
"1539","enthalten schreibt wirtschaftsstaatssekretär"
"1540","schreibt wirtschaftsstaatssekretär nußbaum"
"1541","knapp 20 anfragen"
"1542","20 anfragen seien"
"1543","anfragen seien allerdings"
"1544","anspruch nehmen könnten"
"1545","größere unternehmen gedacht"
"1546","50 millionen euro"
"1547","millionen euro betragen"
"1548","mindestens 250 liegen"
"1549","unternehmen derzeit gespräche"
"1550","derzeit gespräche geführt"
"1551","kreuzfahrtunternehmen aida sowie"
"1552","stahlhersteller thyssen krupp"
"1553","autohersteller ford gilt"
"1554","möglicher kandidat bundeswirtschaftsminister"
"1555","kandidat bundeswirtschaftsminister peter"
"1556","bundeswirtschaftsminister peter altmaier"
"1557","peter altmaier cdu"
"1558","schieflage hilft sagte"
"1559","grünen abgeordnete katharina"
"1560","abgeordnete katharina dröge"
"1561","brauchen klare regeln"
"1562","wirtschaftsminister altmaier bisher"
"1563","altmaier bisher vergebens"
"1564","wsf daran gekoppelt"
"1565","bundesregierung vertritt dagegen"
"1566","20.000 stellen plant"
"1567","stellen plant ziel"
"1568","plant ziel müsse"
"1569","jahresende 4300 sogenannter"
"1570","4300 sogenannter zombie"
"1571","sogenannter zombie unternehmen"
"1572","deutschland geben deren"
"1573","geben deren geschäftsmodell"
"1574","ökonomen volkswirte fürchten"
"1575","volkswirte fürchten zombie"
"1576","fürchten zombie unternehmen"
"1577","zombie unternehmen halten"
"1578","maßnahme kritisch hält"
"1579","leben deren geschäftsmodelle"
"1580","expansive geldpolitik schon"
"1581","geldpolitik schon seit"
"1582","schon seit jahren"
"1583","laut neuestem ökonomenpanel"
"1584","entwicklung seit beginn"
"1585","corona krise verschärft"
"1586","münchner ifo instituts"
"1587","deutschen universitäten teilgenommen"
"1588","zombieunternehmen seit märz"
"1589","jahres unverändert sei"
"1590","unverändert sei weitere"
"1591","sei weitere 5"
"1592","weitere 5 prozent"
"1593","5 prozent zeigen"
"1594","unentschlossen 66 prozent"
"1595","zwei drittel erwarten"
"1596","drittel erwarten dagegen"
"1597","erwarten dagegen dass"
"1598","zombifizierung eher zunehme"
"1599","eher zunehme weitere"
"1600","zunehme weitere 20"
"1601","weitere 20 prozent"
"1602","20 prozent vermuten"
"1603","prozent vermuten sogar"
"1604","ausgesetzte insolvenzantragspflicht unternehmen"
"1605","seit frühjahr coronabedingt"
"1606","1 oktober melden"
"1607","zombieunternehmen 50 prozent"
"1608","50 prozent sehen"
"1609","prozent sehen diesbezüglich"
"1610","wenig restriktiven kreditvergabe"
"1611","restriktiven kreditvergabe fördert"
"1612","kreditvergabe fördert dagegen"
"1613","denjenigen unternehmen gezielt"
"1614","unternehmen gezielt helfen"
"1615","speyerer finanzwissenschaftlerin gisela"
"1616","finanzwissenschaftlerin gisela färber"
"1617","gisela färber glaubt"
"1618","färber glaubt nein"
"1619","glaubt nein zumindest"
"1620","großen bürokratischen aufwand"
"1621","bürokratischen aufwand ifo"
"1622","aufwand ifo ökonom"
"1623","ifo ökonom panu"
"1624","ökonom panu poutvaara"
"1625","panu poutvaara sagt"
"1626","vermeiden oliver landmann"
"1627","einzustellen wäre verfrüht"
"1628","langsames berechenbares abschmelzen"
"1629","berechenbares abschmelzen sende"
"1630","externe inhalte anzuzeigen"
"1631","widerrufliche zustimmung nötig"
"1632","zustimmung nötig dabei"
"1633","drittplattformen ggf usa"
"1634","ggf usa verarbeitet"
"1635","bochumer ökonom martin"
"1636","ökonom martin werding"
"1637","saubere unterscheidung sei"
"1638","bereits erfolgte verlängerung"
"1639","ende 2021 sagt"
"1640","2021 sagt werding"
"1641","sagt werding harald"
"1642","werding harald fadinger"
"1643","vorperiode jan schnellenbach"
"1644","tu cottbus senftenberg"
"1645","cottbus senftenberg wiederum"
"1646","senftenberg wiederum hält"
"1647","erweiterten steuerlichen verlustrücktrag"
"1648","krise gewinne gemacht"
"1649","wirtschaftspolitischen hilfsmaßnahmen eher"
"1650","hilfsmaßnahmen eher steigend"
"1651","dürfte glauben 64"
"1652","glauben 64 prozent"
"1653","panelteilnehmer weitere 32"
"1654","weitere 32 prozent"
"1655","32 prozent sagen"
"1656","prozent sagen gar"
"1657","sagen gar stark"
"1658","gar stark steigend"
"1659","stark steigend mangel"
"1660","fachkräften wann genau"
"1661","definition respektive identifikation"
"1662","respektive identifikation erschwere"
"1663","diskussion bemerkt franziska"
"1664","bemerkt franziska peter"
"1665","existierten unterschiedliche maße"
"1666","zombieunternehmen führten tatsächlich"
"1667","führten tatsächlich kommen"
"1668","ganz unterschiedlichen auffassungen"
"1669","freiburger ökonom landmann"
"1670","ökonom landmann hält"
"1671","ezb kritiker andreas"
"1672","kritiker andreas freytag"
"1673","ezb trage sogar"
"1674","frankfurter finanzprofessor alfons"
"1675","finanzprofessor alfons weichenrieder"
"1676","alfons weichenrieder hält"
"1677","engen akademischen ökonomischen"
"1678","akademischen ökonomischen diskussion"
"1679","selbsterklärend sei hingegen"
"1680","sei hingegen blockieren"
"1681","hingegen blockieren zombieunternehmen"
"1682","steffen müller leiter"
"1683","fachkräfte deutschland sei"
"1684","deutschland sei grundsätzlich"
"1685","entwickeln sagt müller"
"1686","sagt müller zombieunternehmen"
"1687","müller zombieunternehmen bremsten"
"1688","zombieunternehmen bremsten somit"
"1689","quelle f.a.z https"
"1690","f.a.z https www.faz.net"
"1691","https www.faz.net aktuell"
"1692","www.faz.net aktuell wirtschaft"
"1693","aktuell wirtschaft unternehmen"
"1694","wirtschaft unternehmen volkswirte"
"1695","unternehmen volkswirte fuerchten"
"1696","volkswirte fuerchten zombie"
"1697","fuerchten zombie unternehmen"
"1698","zombie unternehmen 17008261"
"1699","unternehmen 17008261 html"
"1700","17008261 html service"
"1701","html service printpreview"
"1702","service printpreview 3"
"1703","printpreview 3 3"
"1704","neue zombie unternehmen"
"1705","zombie unternehmen gefährden"
"1706","unternehmen gefährden gesunde"
"1707","gefährden gesunde betriebe"
"1708","gesunde betriebe viele"
"1709","betriebe viele betriebe"
"1710","zombie unternehmen wachsen"
"1711","staatlichen hilfen entsteht"
"1712","zahlreiche betriebe künstlich"
"1713","betriebe künstlich weiterbestehen"
"1714","jahres laut bundesfinanzministerium"
"1715","328 millionen euro"
"1716","verwalteten steuerart verzichtet"
"1717","fdp abgeordnete judith"
"1718","abgeordnete judith skudelny"
"1719","judith skudelny zeigt"
"1720","höhe abgesehen wurde"
"1721","abgesehen wurde dass"
"1722","angenommene fremdgelder abzuführen"
"1723","zahnfleisch kriechen sagte"
"1724","höherer schaden entsteht"
"1725","staat hilft unternehmen"
"1726","laufen gehaltenen unternehmen"
"1727","tages insolvenz anmelden"
"1728","corona pandemie erhalten"
"1729","pandemie erhalten betriebe"
"1730","erhalten betriebe deutlich"
"1731","betriebe deutlich mehr"
"1732","deutlich mehr staatshilfe"
"1733","kurzarbeitergeld sowie kredite"
"1734","förderbank kfw viele"
"1735","kfw viele wirtschaftswissenschaftler"
"1736","viele wirtschaftswissenschaftler sehen"
"1737","münchner ifo instituts"
"1738","seit frühjahr coronabedingt"
"1739","erst seit oktober"
"1740","seit oktober melden"
"1741","416 millionen euro"
"1742","millionen euro verzichtet"
"1743","steuerschuld besonders hoch"
"1744","vollstreckung abgesehen wurde"
"1745","abgesehen wurde ausgenommen"
"1746","beiden ländern liegen"
"1747","retten corona verändert"
"1748","täglichen kantinen einerlei"
"1749","kantinen einerlei versorgt"
"1750","einerlei versorgt plötzlich"
"1751","kommen sollen durchgeimpft"
"1752","deutschland frühestens mitte"
"1753","frühestens mitte nächsten"
"1754","mitte nächsten jahres"
"1755","vorher umso drängender"
"1756","unternehmen müssen wirklich"
"1757","rund 30 milliarden"
"1758","30 milliarden euro"
"1759","ganzen jahres ausgleichen"
"1760","märz bleibt irgendwann"
"1761","bleibt irgendwann kommt"
"1762","eu erlaubt entsprechend"
"1763","erlaubt entsprechend laut"
"1764","trotzdem wenig verdienen"
"1765","bundeskanzlerin angela merkel"
"1766","schon gewarnt lange"
"1767","weitergehen drei arten"
"1768","alte wirtschaft behindern"
"1769","strukturwandel drei arten"
"1770","strukturwandel unterscheidet lars"
"1771","unterscheidet lars feld"
"1772","vorher schon gab"
"1773","gedacht zweitens gehört"
"1774","strukturwandel dass schwache"
"1775","dass schwache unternehmen"
"1776","mal pleitegehen dürfen"
"1777","profitablere ideen freizumachen"
"1778","ideen freizumachen oft"
"1779","sogenannten zombie unternehmen"
"1780","eigentlich schon tot"
"1781","müssten davon gibt"
"1782","viele sascha steffen"
"1783","sascha steffen ökonom"
"1784","frankfurt school of"
"1785","school of finance"
"1786","fast 500 großen"
"1787","500 großen firmen"
"1788","großen firmen deutschlands"
"1789","dutzend gefunden schließlich"
"1790","gefunden schließlich lief"
"1791","corona jahrelang gut"
"1792","jahrelang gut thyssen"
"1793","gut thyssen krupp"
"1794","thyssen krupp gilt"
"1795","krupp gilt allgemein"
"1796","corona verursacht worden"
"1797","wirtschaftsweise lars feld"
"1798","lars feld denkt"
"1799","kleine unternehmen bekleidungshändler"
"1800","allerdings oft daran"
"1801","oft daran gebunden"
"1802","daran gebunden dass"
"1803","gebunden dass unternehmen"
"1804","dass unternehmen vorher"
"1805","unternehmen vorher profitabel"
"1806","corona überhaupt erst"
"1807","überhaupt erst ausgelöst"
"1808","ganz neues tempo"
"1809","neues tempo aufgenommen"
"1810","scheint halbwegs sicher"
"1811","homeoffice verlagern foodtrucks"
"1812","kunden hinterherfahren restaurants"
"1813","dauer schwerer stattdessen"
"1814","schwerer stattdessen gibt"
"1815","vielleicht mehr chancen"
"1816","künftig mehr leute"
"1817","unternehmen feststellen dass"
"1818","riesigen messestand zurechtkommt"
"1819","pandemie dauerhaft ans"
"1820","dauerhaft ans online"
"1821","ans online shopping"
"1822","online shopping gewöhnen"
"1823","einkaufsstraße große bekleidungshäuser"
"1824","dirk wichner chef"
"1825","handelsvermietung beim immobilienkonzern"
"1826","beim immobilienkonzern jones"
"1827","immobilienkonzern jones lang"
"1828","jones lang lasalle"
"1829","innenstädten könnten stattdessen"
"1830","könnten stattdessen wohnungen"
"1831","stattdessen wohnungen entstehen"
"1832","wohnungen entstehen heute"
"1833","entstehen heute schon"
"1834","heute schon ziehen"
"1835","schon ziehen discounter"
"1836","mieten günstiger geworden"
"1837","schließlich dringend gebraucht"
"1838","fördern niemand weiß"
"1839","niemand weiß genau"
"1840","planen dürfte unmöglich"
"1841","wirtschaftspolitik darauf einstellen"
"1842","darauf einstellen immerhin"
"1843","hilfspakete überwiegend branchenunabhängig"
"1844","überwiegend branchenunabhängig angelegt"
"1845","viele wirtschaftszweige passen"
"1846","diverse innenstadt initiativen"
"1847","opposition diskutiert schon"
"1848","diskutiert schon mal"
"1849","schon mal öffentlich"
"1850","innenstadt eher bremsen"
"1851","großen online plattformen"
"1852","online plattformen beschleunigt"
"1853","plattformen beschleunigt sagt"
"1854","beschleunigt sagt katharina"
"1855","sagt katharina dröge"
"1856","verändernde nachfrage aufrechterhalten"
"1857","stellvertretende fraktionsvorsitzende michael"
"1858","fraktionsvorsitzende michael theurer"
"1859","planen ähnlich denkt"
"1860","düsseldorfer ökonom jens"
"1861","ökonom jens südekum"
"1862","alten strukturen herunterfahren"
"1863","verbesserte förderung neuer"
"1864","förderung neuer start"
"1865","neuer start ups"
"1866","fehlen ja all"
"1867","viele neue brauchen"
"1868","dickes ende kommt"
"1869","ende kommt erst"
"1870","corona pandemie einigermaßen"
"1871","pandemie einigermaßen gut"
"1872","einigermaßen gut weggesteckt"
"1873","nächsten jahr ändern"
"1874","corona pandemie einigermaßen"
"1875","pandemie einigermaßen gut"
"1876","einigermaßen gut weggesteckt"
"1877","krise dauert desto"
"1878","dauert desto tiefere"
"1879","desto tiefere löcher"
"1880","tiefere löcher reißen"
"1881","löcher reißen steigende"
"1882","reißen steigende kreditausfälle"
"1883","schwere einschläge gefasst"
"1884","globalen finanzkrise herausstellen"
"1885","finanzkrise herausstellen sagt"
"1886","herausstellen sagt analyst"
"1887","sagt analyst gavin"
"1888","analyst gavin gunning"
"1889","ratingagentur s p"
"1890","s p global"
"1891","p global finanzaufseher"
"1892","global finanzaufseher warnen"
"1893","finanzaufseher warnen davor"
"1894","warnen davor dass"
"1895","bestände ausfallgefährdeter kredite"
"1896","christoph schalast professor"
"1897","frankfurt school nächstes"
"1898","school nächstes jahr"
"1899","rund 800 milliarden"
"1900","800 milliarden euro"
"1901","milliarden euro verdoppeln"
"1902","euro verdoppeln davon"
"1903","europäischen vergleich jedoch"
"1904","vergleich jedoch wenige"
"1905","jedoch wenige faule"
"1906","wenige faule kredite"
"1907","bundesbank vorstand joachim"
"1908","vorstand joachim wuermeling"
"1909","joachim wuermeling rechnet"
"1910","rund 13 milliarden"
"1911","13 milliarden euro"
"1912","milliarden euro summieren"
"1913","euro summieren dürften"
"1914","summieren dürften ezb"
"1915","dürften ezb chefbankenaufseher"
"1916","ezb chefbankenaufseher andrea"
"1917","chefbankenaufseher andrea enria"
"1918","andrea enria riet"
"1919","riesigen summen stützt"
"1920","corona pandemie umsatzeinbußen"
"1921","hilfen zusammen kommt"
"1922","zusammen kommt mehr"
"1923","billion euro zusammen"
"1924","deutsche bank chef"
"1925","bank chef christian"
"1926","chef christian sewing"
"1927","christian sewing warnt"
"1928","insolvenzantrags seit märz"
"1929","seit märz teilweise"
"1930","märz teilweise 1"
"1931","teilweise 1 3"
"1932","1 3 ausgesetzt"
"1933","bundesbank warnt deshalb"
"1934","warnt deshalb dass"
"1935","deutschland anfang 2021"
"1936","6000 pro quartal"
"1937","pro quartal steigen"
"1938","quartal steigen könnten"
"1939","steigen könnten bayern"
"1940","könnten bayern lb"
"1941","bayern lb chefvolkswirt"
"1942","lb chefvolkswirt jürgen"
"1943","chefvolkswirt jürgen michels"
"1944","jürgen michels rechnet"
"1945","30 prozentigen anstieg"
"1946","pleiten patrik ludwig"
"1947","patrik ludwig hantzsch"
"1948","ludwig hantzsch leiter"
"1949","auskunftei creditreform prognostiziert"
"1950","creditreform prognostiziert 24.000"
"1951","prognostiziert 24.000 insolvenzen"
"1952","elfte unternehmen akut"
"1953","finanzaufsicht bafin felix"
"1954","bafin felix hufeld"
"1955","felix hufeld treibt"
"1956","seien banken seit"
"1957","zwölf jahren generell"
"1958","jahren generell gesehen"
"1959","generell gesehen besser"
"1960","kapital ausgestattet manch"
"1961","unternehmensberatung bearingpoint zufolge"
"1962","gut 60 milliarden"
"1963","60 milliarden euro"
"1964","milliarden euro verdreifacht"
"1965","deutschland sogar vervierfacht"
"1966","sagt tim jennison"
"1967","tim jennison partner"
"1968","bankenbranche steht ohnehin"
"1969","steht ohnehin schon"
"1970","seit jahren niedrigen"
"1971","jahren niedrigen zinsen"
"1972","reifen platzt sagt"
"1973","platzt sagt wuermeling"
"1974","insolvenzantragspflicht ende dezember"
"1975","ende dezember deutlich"
"1976","dezember deutlich steigen"
"1977","deutlich steigen sagt"
"1978","steigen sagt gerhard"
"1979","sagt gerhard hofmann"
"1980","gerhard hofmann vorstandsmitglied"
"1981","massive wirtschaftliche einbruch"
"1982","allgemein gestiegenen eigenkapitalquoten"
"1983","bvr rechne derzeit"
"1984","30 prozent höheren"
"1985","prozent höheren zahl"
"1986","deutschen banken solle"
"1987","banken solle sei"
"1988","2 3 gleichzeitig"
"1989","3 gleichzeitig warnt"
"1990","gleichzeitig warnt hofmann"
"1991","warnt hofmann davor"
"1992","nächste systemische krise"
"1993","genossenschaftliche finanzgruppe befinde"
"1994","aktuelle realwirtschaftliche krise"
"1995","realwirtschaftliche krise letzlich"
"1996","krise letzlich gut"
"1997","gut beherrschbar sagt"
"1998","müssten regelmäßig überprüft"
"1999","finanzprofessor martin faust"
"2000","unternehmen banken müssen"
"2001","banken müssen darlehen"
"2002","mehr eigenkapital hinterlegen"
"2003","firmen wirklich geht"
"2004","gefahr dass volksbanken"
"2005","sparkassen stärker betroffen"
"2006","großen privaten institute"
"2007","privaten institute sagt"
"2008","institute sagt faust"
"2009","deutsche bank profitieren"
"2010","bank profitieren zumindest"
"2011","profitieren zumindest derzeit"
"2012","florierenden kapitalmarktgeschäft sewing"
"2013","schon eingeräumt dass"
"2014","regulierer schauen genau"
"2015","erleichterungen entgegen gekommen"
"2016","entgegen gekommen gleichzeitig"
"2017","institute firmen weiterhin"
"2018","gut 2021 drohen"
"2019","2021 drohen warnt"
"2020","drohen warnt professor"
"2021","warnt professor schalast"
"2022","professor schalast 3"
"2023","schalast 3 3"
"2024","corona pandemie dürften"
"2025","bundesbank sieht gefahren"
"2026","falsch verstandener hilfe"
"2027","bundesbank rechnet wegen"
"2028","seit anfang november"
"2029","anfang november geltenden"
"2030","november geltenden eindämmungsmaßnahmen"
"2031","geltenden eindämmungsmaßnahmen unterbrechen"
"2032","montag veröffentlicht wurde"
"2033","deutsche wirtschaftsleistung infolge"
"2034","9,8 prozent eingebrochen"
"2035","unerwartet kräftige erholung"
"2036","8,5 prozent plus"
"2037","gesamtjahr 2020 erwartet"
"2038","5,5 prozent 2021"
"2039","prozent 2021 dürfte"
"2040","deutsche wirtschaft demnach"
"2041","3,0 prozent wachstum"
"2042","prozent wachstum allmählich"
"2043","corona tief kommen"
"2044","jüngsten bundesbank einschätzungen"
"2045","ländern beschlossenen maßnahmen"
"2046","coronavirus stark ausbreitet"
"2047","deutschland abermals drastisch"
"2048","abermals drastisch heruntergefahren"
"2049","täglichen bedarf schließen"
"2050","bedarf schließen 1"
"2051","schließen 1 2"
"2052","1 2 angesichts"
"2053","davon auszugehen dass"
"2054","kommenden quartalen deutlich"
"2055","quartalen deutlich erhöhen"
"2056","monatsbericht allerdings steige"
"2057","gefahr dass firmen"
"2058","überlebensfähig seien zombie"
"2059","seien zombie unternehmen"
"2060","dass ressourcen gesamtwirtschaftlich"
"2061","ressourcen gesamtwirtschaftlich ineffizient"
"2062","gesamtwirtschaftlich ineffizient eingesetzt"
"2063","aktuellen staatlichen hilfsmaßnahmen"
"2064","wirtschaftlichen erholung zurückgefahren"
"2065","sollten 2 2"
"2066","bundesagentur kurzarbeit mündet"
"2067","deutschland knapp sechs"
"2068","knapp sechs millionen"
"2069","sechs millionen beschäftigte"
"2070","20 milliarden euro"
"2071","milliarden euro summieren"
"2072","instrument begeistert arbeitsmarktpolitische"
"2073","begeistert arbeitsmarktpolitische corona"
"2074","arbeitsmarktpolitische corona wunderwaffe"
"2075","corona krise abzufedern"
"2076","krise abzufedern obwohl"
"2077","kritische entwicklungen gibt"
"2078","sehen dass kurzarbeit"
"2079","vorstandsvorsitzende detlef scheele"
"2080","deutschen presse agentur"
"2081","kurzarbeit geht zurück"
"2082","bisherige höchststand wurde"
"2083","knapp sechs millionen"
"2084","sechs millionen menschen"
"2085","millionen menschen seitdem"
"2086","menschen seitdem ging"
"2087","zuletzt sukzessive zurück"
"2088","september 36 prozent"
"2089","48 prozent insgesamt"
"2090","20 milliarden euro"
"2091","157 millionen euro"
"2092","ursprünglich 255 millionen"
"2093","255 millionen euro"
"2094","millionen euro eingeplant"
"2095","kurzarbeit erwartet nachdem"
"2096","seit mitte dezember"
"2097","großen teilen geschlossen"
"2098","teilen geschlossen allein"
"2099","537.000 neue anzeigen"
"2100","kurzarbeit gegeben wovon"
"2101","kritiker sehen zombie"
"2102","sehen zombie unternehmen"
"2103","zombie unternehmen entstehen"
"2104","unternehmen entstehen kritiker"
"2105","entstehen kritiker darunter"
"2106","kritiker darunter experten"
"2107","boston consulting group"
"2108","großen stil angewandte"
"2109","stil angewandte kurzarbeit"
"2110","dass notwendige transformationsprozesse"
"2111","staat via kurzarbeit"
"2112","strukturelles problem sehen"
"2113","sagte scheele gleichwohl"
"2114","scheele gleichwohl könne"
"2115","gelegentliche mitnahmeeffekte geben"
"2116","wenigen mitnahmeeffekten sei"
"2117","aussehen sagte scheele"
"2118","sagte scheele insbesondere"
"2119","verloren gegangene arbeitsplätze"
"2120","forderte gewerkschaften kammern"
"2121","ablösen qualifizierung sei"
"2122","qualifizierung sei entscheidend"
"2123","zombiefirmen könnten insolvenzwelle"
"2124","könnten insolvenzwelle auslösen"
"2125","insolvenzwelle auslösen trotz"
"2126","auslösen trotz pandemie"
"2127","zahl insolventer unternehmen"
"2128","insolventer unternehmen paradox"
"2129","unternehmen paradox niedrig"
"2130","paradox niedrig etwa"
"2131","schein trügt befürchten"
"2132","trügt befürchten wissenschaftler"
"2133","vergangenen monaten gab"
"2134","existenznot geraten obwohl"
"2135","geraten obwohl viele"
"2136","obwohl viele unternehmen"
"2137","corona krise ums"
"2138","krise ums überleben"
"2139","ums überleben kämpfen"
"2140","insolvenzen jedoch gesunken"
"2141","paradox erscheinende phänomen"
"2142","insolvenzantragspflicht ab märz"
"2143","ab märz 2020"
"2144","märz 2020 ausgesetzt"
"2145","2020 ausgesetzt wurde"
"2146","not geratene unternehmen"
"2147","geratene unternehmen insolvent"
"2148","unternehmen insolvent gehen"
"2149","danach möglicherweise verschwinden"
"2150","wirtschaftswissenschaftler joachim gassen"
"2151","sei gut möglich"
"2152","gut möglich dass"
"2153","vergangenen jahr viele"
"2154","weise seien zombiefirmen"
"2155","seien zombiefirmen entstanden"
"2156","pandemie deutlich erschweren"
"2157","insolvenzwelle sei schwer"
"2158","sei schwer abzuschätzen"
"2159","schwer abzuschätzen gassen"
"2160","kosi gehen davon"
"2161","1400 insolvenzanträgen entstanden"
"2162","etwa 10 prozent"
"2163","neue datenbank aufgebaut"
"2164","corona krise besser"
"2165","deutschen forschungsgemeinschaft dfg"
"2166","forschungsgemeinschaft dfg geförderten"
"2167","dfg geförderten sonderforschungsprojekts"
"2168","geförderten sonderforschungsprojekts namens"
"2169","sonderforschungsprojekts namens trr"
"2170","namens trr 266"
"2171","trr 266 accounting"
"2172","266 accounting for"
"2173","accounting for transparency"
"2174","for transparency entstanden"
"2175","öffentlichkeit zugänglichen daten"
"2176","zugänglichen daten sollen"
"2177","tagesaktuelle datenbank fließen"
"2178","möglich interessante details"
"2179","eröffnet recht interessante"
"2180","recht interessante einblicke"
"2181","paderborner wirtschaftswissenschaftlerin kosi"
"2182","wirtschaftswissenschaftlerin kosi erläutert"
"2183","branchen besonders stark"
"2184","besonders stark gesunken"
"2185","autowerkstätten deren insolvenzanträge"
"2186","30 prozent zurückgingen"
"2187","laut kosi erstaunlich"
"2188","insolvenzantragspflicht gelte zumindest"
"2189","gelte zumindest formal"
"2190","finanzielle schieflage gesorgt"
"2191","autowerkstätten jedoch gehören"
"2192","insolvenzen laut kosi"
"2193","laut kosi trotz"
"2194","ausgesetzten antragspflicht deutlich"
"2195","antragspflicht deutlich gestiegen"
"2196","corona hilfen verlängern"
"2197","zukunft ökonomen warnen"
"2198","10 millionen euro"
"2199","millionen euro erhalten"
"2200","euro erhalten unternehmen"
"2201","erhalten unternehmen inzwischen"
"2202","unternehmen inzwischen monatlich"
"2203","1500 euro erhöht"
"2204","bundeswirtschaftsminister peter altmaier"
"2205","peter altmaier cdu"
"2206","altmaier cdu ende"
"2207","cdu ende oktober"
"2208","ende oktober kurz"
"2209","ende september befristet"
"2210","weiteres mal verlängert"
"2211","mal verlängert sowohl"
"2212","verlängert sowohl altmaier"
"2213","finanzminister olaf scholz"
"2214","olaf scholz spd"
"2215","angedeutet neuen unmut"
"2216","berlin niemand riskieren"
"2217","niemand riskieren dass"
"2218","politik unternehmen helfen"
"2219","ökonomen unstrittig jedoch"
"2220","temporäres phänomen bleiben"
"2221","bald anderthalb jahren"
"2222","corona ausnahmezustand wachsen"
"2223","krisen zustand überhaupt"
"2224","zustand überhaupt geben"
"2225","langen lockdowns kleidung"
"2226","lockdowns kleidung möbel"
"2227","technik statt beim"
"2228","statt beim innenstadthändler"
"2229","beim innenstadthändler online"
"2230","innenstadthändler online gekauft"
"2231","videokonferenzen ersetzt zulasten"
"2232","eventagenturen erste ökonomen"
"2233","erste ökonomen warnen"
"2234","ökonomen warnen deshalb"
"2235","warnen deshalb dass"
"2236","sagt timo wollmershäuser"
"2237","timo wollmershäuser leiter"
"2238","wollmershäuser leiter konjunkturforschung"
"2239","münchner ifo institut"
"2240","ifo institut volkswirtschaftlich"
"2241","institut volkswirtschaftlich sei"
"2242","zukunftsträchtigeren bereichen eingesetzt"
"2243","markt halten obwohl"
"2244","längeren zeitraum niedriger"
"2245","kredite zahlen müssen"
"2246","vergangenen jahr schätzte"
"2247","wirtschaftsauskunftei creditreform dass"
"2248","creditreform dass etwa"
"2249","3,5 millionen unternehmen"
"2250","unternehmen seit anfang"
"2251","seit anfang mai"
"2252","massiven staatlichen hilfen"
"2253","gefährdeten unternehmen nochmals"
"2254","100.000 unternehmen erhöhen"
"2255","unternehmen erhöhen sagt"
"2256","erhöhen sagt patrik"
"2257","sagt patrik ludwig"
"2258","patrik ludwig hantzsch"
"2259","ludwig hantzsch leiter"
"2260","hantzsch leiter wirtschaftsforschung"
"2261","tun seit beginn"
"2262","114 milliarden euro"
"2263","corona hilfen geflossen"
"2264","hilfen geflossen davon"
"2265","rund 48 milliarden"
"2266","48 milliarden euro"
"2267","milliarden euro zuschüsse"
"2268","knapp 16.000 insolvenzen"
"2269","vergangenen jahr hätten"
"2270","eigentlich rund 20.500"
"2271","müssen sagt konjunkturfachmann"
"2272","sagt konjunkturfachmann wollmershäuser"
"2273","konjunkturfachmann wollmershäuser weder"
"2274","insolvenzen dank überbrückungs"
"2275","dank überbrückungs neustart"
"2276","hilfen dürften viele"
"2277","dürften viele unternehmen"
"2278","leben bleiben innerhalb"
"2279","bestätigung dafür gewertet"
"2280","dafür gewertet dass"
"2281","wochenende deutete spd"
"2282","deutete spd kanzlerkandidat"
"2283","spd kanzlerkandidat olaf"
"2284","kanzlerkandidat olaf scholz"
"2285","jahr 2022 hinein"
"2286","2022 hinein nötig"
"2287","daran ändern dass"
"2288","kürzlich ausgerechnet dass"
"2289","ausgerechnet dass fast"
"2290","siebte unternehmen 14,5"
"2291","unternehmen 14,5 prozent"
"2292","corona krise gegangen"
"2293","weitere 27,2 prozent"
"2294","27,2 prozent hätten"
"2295","maximal 5 prozent"
"2296","5 prozent gehabt"
"2297","entsprechenden studie steffen"
"2298","studie steffen müller"
"2299","strukturwandel forscht spricht"
"2300","neu zombie sektoren"
"2301","müssen verhindern dass"
"2302","verhindern dass viele"
"2303","dass viele gute"
"2304","viele gute unternehmen"
"2305","gute unternehmen händeringend"
"2306","unternehmen händeringend personal"
"2307","händeringend personal suchen"
"2308","staatlich geförderten unternehmen"
"2309","aktuelle politische diskussion"
"2310","deutschland darauf hinausläuft"
"2311","darauf hinausläuft dass"
"2312","jobsicherheit sinkt verlangen"
"2313","beschäftigten höhere löhne"
"2314","risiko auszugleichen analysiert"
"2315","auszugleichen analysiert müller"
"2316","analysiert müller höhere"
"2317","müller höhere löhne"
"2318","sagt veronika grimm"
"2319","veronika grimm mitglied"
"2320","befürchtet zumindest teilweise"
"2321","insolvenzen kleiner wenig"
"2322","kleiner wenig finanzkräftiger"
"2323","wenig finanzkräftiger unternehmen"
"2324","unternehmen verringert staatliche"
"2325","verringert staatliche zahlungen"
"2326","angepasst hätten beispielsweise"
"2327","hätten beispielsweise restaurants"
"2328","onlineshop sollen beamte"
"2329","sollen beamte entscheiden"
"2330","staatliche kfw bankengruppe"
"2331","kfw bankengruppe beobachtet"
"2332","bankengruppe beobachtet schon"
"2333","beobachtet schon seit"
"2334","corona krise betroffenen"
"2335","krise betroffenen mittelständler"
